team_size,project_budget,project_duration,requirement_change_count,average_sprint_delay,bug_count,testing_coverage,code_complexity,developer_experience,communication_frequency,task_completion_rate,client_change_requests,previous_project_success_rate,risk_level,delay,budget_overrun,quality_issues,requirement_instability
16,452849.77,8,4,2.96,56,74.97,5,4.09,0,52.79,4,82.15,Low,0,1,1,0
25,425438.38,11,3,0.0,67,38.9,1,2.85,4,60.37,3,72.99,Low,0,0,1,0
54,122852.41,6,5,3.68,57,27.66,3,5.28,7,82.4,5,100.0,Low,0,0,0,0
57,117956.26,20,9,2.77,51,70.99,2,2.57,5,52.8,7,71.77,Low,0,1,0,0
55,133792.61,11,7,1.03,55,52.65,7,3.01,1,100.0,3,47.57,Low,0,0,0,1
20,381875.12,9,5,1.93,47,48.98,5,3.59,5,82.54,4,100.0,Low,0,1,0,0
50,70002.74,16,6,3.74,53,83.33,2,2.64,7,62.65,8,77.43,Low,0,0,0,0
56,314208.28,9,2,1.56,41,30.38,6,3.68,7,69.9,2,61.73,Low,0,1,0,0
58,384432.43,9,6,6.43,59,55.41,5,5.9,3,51.39,4,100.0,Low,1,0,0,0
3,234115.82,6,4,5.18,52,73.35,7,2.38,6,48.41,5,71.44,Low,1,1,1,0
45,431811.47,2,10,2.43,57,40.75,10,1.61,9,65.83,2,61.97,Low,0,0,0,0
59,195224.17,1,4,1.74,60,85.37,10,4.07,10,92.94,2,89.17,Low,0,0,0,0
46,211505.99,10,5,1.83,56,43.79,5,1.77,3,49.49,3,89.3,Low,1,0,0,0
15,74095.68,23,4,1.0,57,60.73,1,7.71,7,91.73,1,88.54,Low,0,1,0,1
46,433091.92,6,4,2.45,56,49.52,1,2.82,10,69.03,3,96.23,Low,0,0,0,0
8,112026.32,15,6,3.58,47,12.68,2,4.62,0,75.82,2,37.8,Low,0,0,0,0
29,312958.93,8,6,0.0,54,54.43,1,5.59,6,73.17,2,87.04,Low,0,1,0,0
38,237163.11,7,4,3.49,56,76.26,7,1.47,8,84.39,3,73.46,Low,0,0,0,0
28,60499.05,4,8,4.07,62,43.38,10,2.47,2,89.56,4,74.45,Low,0,1,0,1
42,140361.43,13,8,3.34,54,50.69,8,2.99,3,68.57,2,62.91,Low,0,0,0,0
15,498917.0,16,3,1.94,55,52.7,8,6.38,9,80.16,2,64.43,Low,1,0,0,0
37,286298.36,9,7,3.26,60,71.65,4,8.9,1,92.81,4,67.6,Low,0,0,1,0
39,68352.94,13,5,4.8,55,55.52,8,8.95,3,85.03,4,74.47,Low,0,0,0,0
38,304959.09,11,3,2.08,58,62.42,6,7.56,9,65.39,5,32.47,Low,0,0,0,0
18,223699.47,7,5,2.25,41,62.65,4,1.52,6,68.88,2,84.95,Low,0,0,0,0
19,871728.35,16,10,6.47,55,52.58,1,2.4,7,56.22,4,89.64,Low,1,0,0,1
16,301322.29,13,1,2.81,52,92.41,6,7.83,5,100.0,3,80.44,Low,0,0,1,1
28,181487.53,2,3,0.19,58,43.54,5,8.16,4,76.9,4,82.63,Low,0,0,0,0
35,505605.03,12,9,3.95,49,74.65,6,6.41,8,49.55,5,89.39,Low,0,0,0,0
23,15000.0,9,7,3.0,56,84.96,5,6.43,3,58.56,8,76.25,Low,1,0,0,0
25,266977.63,19,11,0.89,60,59.51,8,3.47,2,69.54,5,100.0,Low,1,0,0,1
18,608997.13,8,7,0.0,41,63.1,10,8.62,5,93.47,3,72.06,Low,0,0,0,0
14,229084.13,22,4,2.68,39,71.55,6,2.75,1,68.94,7,89.56,Low,0,1,0,1
40,15000.0,15,2,2.08,56,55.32,4,0.63,6,81.66,5,55.9,Low,0,0,0,0
49,178734.77,4,1,0.0,60,27.87,4,6.42,10,60.57,4,69.59,Low,0,1,0,0
18,511813.25,10,6,2.02,49,57.51,9,3.1,7,82.31,3,91.95,Low,0,0,0,1
51,317692.53,21,5,1.9,60,91.62,6,1.38,3,92.82,4,69.01,Low,0,0,0,0
35,99005.9,6,3,2.08,65,72.24,10,6.61,1,84.64,5,61.91,Low,0,0,0,1
11,126656.29,17,7,3.18,45,63.39,7,0.2,6,32.69,8,78.18,Low,0,0,1,1
23,149253.95,19,10,0.0,50,75.61,6,5.59,5,69.56,3,72.77,Low,0,1,0,0
2,315015.62,16,7,0.0,40,59.4,1,3.43,9,55.08,4,55.3,Low,0,0,0,0
4,490875.3,3,9,1.23,51,62.53,8,8.34,5,82.74,6,65.1,Low,0,1,0,1
21,439436.14,9,4,4.85,52,54.24,5,5.6,0,73.12,5,75.93,Low,0,1,0,0
28,332082.19,9,3,6.94,61,70.6,2,7.08,9,99.39,5,28.31,Low,0,1,0,0
48,15000.0,8,9,2.21,80,52.35,4,1.9,3,66.68,4,72.78,Low,1,1,0,0
9,15000.0,21,5,2.29,57,56.32,5,0.43,8,73.17,8,55.71,Low,0,0,0,0
50,345985.36,1,3,0.0,68,77.82,9,3.63,0,70.03,3,67.31,Low,0,1,0,0
15,15000.0,13,7,4.01,47,58.5,7,5.97,10,83.5,6,49.13,Low,1,0,1,0
10,209397.94,23,6,3.1,53,72.17,4,4.67,10,56.45,2,65.52,Low,0,0,0,0
42,304747.08,21,5,2.77,56,73.66,10,7.26,0,56.0,2,100.0,Low,0,0,0,0
46,45233.08,14,7,0.0,55,60.62,7,5.81,10,62.99,2,53.64,Low,1,0,1,0
37,65632.78,23,4,6.16,47,55.71,10,1.98,8,81.36,6,59.97,Medium,0,0,0,1
8,233058.21,10,8,5.24,55,38.24,5,5.62,9,88.63,4,65.22,Low,0,0,0,1
8,340657.05,15,8,2.79,48,42.26,9,4.91,2,70.51,1,33.58,Low,1,0,1,0
24,441073.38,13,4,4.18,49,72.96,9,7.55,4,81.46,6,40.55,Low,0,0,0,0
28,359269.62,2,7,2.3,50,72.63,8,2.28,5,80.13,3,81.73,Low,1,0,0,0
59,263258.19,1,7,3.84,65,44.18,10,2.91,5,71.08,2,61.14,Low,0,0,0,1
18,115684.94,21,4,0.0,62,69.14,6,5.45,7,70.7,4,100.0,Low,0,0,0,0
13,57236.74,4,4,0.0,71,65.89,1,7.89,10,84.2,4,54.91,Low,0,0,0,0
56,158042.12,9,5,0.0,51,78.84,4,4.02,9,100.0,4,100.0,Low,0,0,0,0
10,323788.41,15,7,0.59,59,100.0,1,5.93,9,87.81,6,40.23,Low,0,0,0,0
3,310592.27,14,9,0.91,51,72.35,3,4.58,3,91.25,3,68.85,Low,1,0,0,0
26,15000.0,12,6,3.1,52,49.57,8,4.4,0,100.0,4,55.58,Low,0,0,0,0
25,108578.13,23,6,1.69,51,75.38,2,7.26,1,60.83,6,85.51,Low,0,0,0,0
37,466811.36,19,2,2.14,56,43.25,7,4.76,1,83.22,5,59.91,Low,0,0,1,0
52,264258.71,22,1,0.0,57,100.0,7,3.44,8,95.3,6,62.0,Low,0,0,0,0
56,15000.0,16,4,0.0,55,39.92,6,3.3,4,87.03,5,69.88,Low,0,0,0,0
18,674047.81,23,7,2.28,51,69.89,7,3.76,4,62.41,3,100.0,Low,0,0,0,0
58,244790.49,14,2,1.12,49,62.03,5,2.84,8,59.25,3,96.61,Low,0,1,1,0
38,319180.11,13,0,2.21,61,54.55,7,3.93,0,98.13,4,63.35,Low,0,0,0,1
6,321914.46,19,6,3.29,58,53.42,8,4.64,4,78.65,4,54.4,Low,0,0,0,0
56,183832.82,20,3,5.48,37,86.51,6,5.19,4,76.89,5,55.8,Low,0,1,0,1
10,119036.74,2,5,2.16,52,72.2,8,2.14,2,72.31,2,51.76,Low,0,0,0,0
36,631901.5,21,3,5.83,65,59.26,8,3.49,3,96.16,3,90.24,Low,1,0,0,0
47,430577.06,16,4,3.01,49,93.18,5,3.61,9,87.59,5,58.33,Low,0,0,0,0
16,397948.7,21,5,3.58,61,59.86,10,2.67,7,69.02,4,93.45,Low,0,0,0,0
17,353732.05,17,4,4.31,40,75.23,4,3.11,3,86.58,2,93.31,Low,0,0,0,0
29,69402.87,22,4,3.64,50,37.87,1,6.66,9,74.85,2,68.92,Low,0,0,0,0
53,479955.43,7,3,0.6,53,38.83,10,7.77,1,85.95,7,44.95,Low,0,1,1,0
14,98236.12,5,7,4.37,65,74.78,9,3.75,9,93.7,2,85.74,Low,1,0,0,0
40,300991.62,5,2,1.45,57,67.55,5,2.79,6,91.78,6,49.16,Low,0,1,0,0
28,15000.0,6,3,2.8,61,100.0,3,4.3,2,44.39,5,71.93,Low,0,0,0,0
8,15000.0,5,5,2.47,57,49.3,3,4.7,9,80.22,4,98.99,Low,1,0,0,0
43,307292.42,11,7,4.49,54,74.16,6,6.16,1,95.65,3,28.14,Low,0,0,0,0
50,104362.13,5,12,2.99,60,57.58,10,3.55,6,60.5,5,66.82,Low,0,0,0,1
35,15000.0,4,7,0.0,57,77.27,4,3.2,6,100.0,4,60.16,Low,0,0,0,0
12,347309.71,13,8,6.38,58,75.84,8,10.38,10,81.93,2,63.48,Low,0,0,0,0
11,631614.54,19,2,3.87,63,61.5,4,1.4,2,87.34,4,46.33,Low,1,0,0,0
26,500120.85,4,11,1.1,66,48.67,6,6.66,9,87.32,2,100.0,Low,0,0,1,0
31,203682.78,12,6,0.0,60,55.89,7,8.08,1,50.49,7,74.93,Low,1,0,0,0
34,251592.16,16,12,4.1,45,41.97,8,3.89,2,87.93,5,35.05,Medium,0,1,0,1
16,409787.13,17,8,0.16,48,68.57,8,5.56,0,79.89,5,78.61,Low,0,0,1,0
31,451983.04,3,4,3.8,54,11.44,3,0.48,3,64.83,2,92.26,Low,0,0,1,0
19,188163.57,17,2,4.34,52,51.54,2,4.56,7,97.98,6,70.61,Low,0,1,0,0
41,256151.99,1,6,0.9,53,78.27,6,7.28,2,41.68,2,100.0,Low,1,1,0,1
48,304110.67,6,8,0.72,55,77.84,5,4.79,0,62.2,8,34.38,Low,0,1,0,1
39,349697.74,8,8,1.26,57,32.98,3,4.59,6,95.25,3,92.47,Low,1,0,0,0
2,226046.24,20,5,0.22,51,72.49,2,8.66,0,88.14,5,67.4,Low,0,0,0,0
59,228384.66,5,11,2.66,58,41.46,9,6.47,7,63.4,2,55.8,Low,0,0,0,0
3,498369.82,18,7,2.94,51,55.19,1,6.2,8,60.61,2,86.22,Low,0,0,0,0
59,467713.73,23,4,3.65,53,75.79,2,2.55,8,69.41,3,85.84,Low,1,0,0,0
3,335933.9,23,10,0.53,60,44.45,4,0.2,1,78.27,3,99.25,Low,0,1,0,1
31,559439.63,7,6,3.88,67,87.68,3,5.4,5,66.5,0,98.38,Low,0,1,0,0
8,180439.76,3,7,0.22,65,66.62,1,4.51,3,72.22,2,73.27,Low,0,0,0,1
7,542135.22,6,3,3.88,51,70.33,3,6.33,1,75.08,1,42.97,Low,0,1,1,1
41,347652.78,18,8,0.0,50,81.39,4,4.8,1,68.44,3,39.15,Low,0,1,0,0
44,838784.7,5,4,5.34,47,78.03,5,4.61,2,66.76,2,40.88,Low,0,0,0,1
8,35353.25,15,5,1.16,57,76.46,6,4.57,8,55.21,3,64.12,Low,0,1,0,0
58,125917.85,9,3,3.4,55,50.16,2,1.84,5,73.61,4,76.39,Low,0,0,0,0
20,325383.61,18,6,3.56,57,42.0,10,0.2,0,73.3,2,81.89,Low,1,0,1,1
20,321502.13,14,3,0.0,57,56.92,6,2.37,2,59.04,4,82.32,Low,0,1,1,0
19,601025.02,14,5,3.87,56,70.54,5,1.85,1,78.55,3,57.14,Low,1,0,0,0
28,129692.56,18,6,1.1,58,38.86,8,4.39,0,92.87,3,96.65,Low,1,0,0,0
12,412885.33,22,5,1.59,46,72.49,10,0.58,9,75.05,4,100.0,Low,1,1,0,0
26,459243.34,9,10,0.86,52,68.74,1,3.36,9,80.9,6,53.73,Low,0,1,0,1
14,376836.61,13,7,5.43,49,58.73,6,9.13,0,89.83,2,70.04,Low,1,0,0,0
4,77020.66,15,3,0.0,67,63.11,9,4.32,5,73.47,5,84.23,Low,0,0,0,0
23,503396.58,19,4,3.06,47,63.17,3,4.62,9,88.3,4,98.18,Low,0,0,0,0
40,471278.49,12,5,0.95,71,69.95,9,4.54,6,37.17,5,82.77,Low,0,1,0,1
46,357925.21,9,3,4.38,57,75.44,6,5.01,3,62.69,5,61.18,Low,0,0,0,0
22,286782.58,20,4,6.84,60,100.0,1,3.24,1,56.39,3,53.47,Low,0,0,1,0
20,290699.44,22,9,0.94,58,65.04,9,4.1,1,96.58,7,52.48,Low,1,0,0,0
47,235827.56,14,7,2.48,47,50.41,1,3.2,10,84.12,2,67.3,Low,0,0,1,1
41,365341.32,3,7,1.43,43,27.69,8,0.92,7,54.67,3,62.71,Low,1,0,0,0
50,255604.27,7,3,4.28,54,36.66,6,7.32,9,58.39,6,48.86,Low,1,0,0,0
54,97265.5,11,7,1.7,62,48.37,8,2.38,10,52.06,5,84.83,Low,0,1,0,0
49,61253.5,17,3,4.01,58,74.41,4,8.34,4,79.24,3,65.69,Low,0,0,0,0
56,114633.47,16,8,1.4,59,54.89,2,2.66,7,77.1,7,79.86,Low,0,0,1,1
26,289983.8,19,6,6.69,47,69.32,5,1.24,2,67.24,5,48.6,Low,0,0,1,0
24,245147.95,1,6,0.0,55,48.82,8,9.15,7,59.97,5,90.18,Low,0,1,0,1
20,288761.88,11,5,2.95,58,70.2,6,0.95,8,73.5,3,86.94,Low,0,1,1,1
15,340146.36,17,8,2.18,63,77.7,1,0.2,5,100.0,4,92.8,Low,0,0,0,0
45,137082.23,23,4,2.11,52,54.76,7,1.03,6,67.86,2,69.83,Low,0,0,0,0
43,513818.83,4,7,2.77,42,69.83,5,4.17,4,92.29,10,67.74,Low,0,0,0,0
48,201812.05,21,3,2.32,55,54.07,8,1.29,9,69.2,2,83.27,Low,1,0,1,1
11,171983.14,1,8,2.64,60,39.83,10,3.15,5,89.49,7,95.3,Low,1,0,0,0
30,336829.52,5,3,3.02,54,71.97,9,0.2,5,83.62,4,71.56,Low,0,0,0,0
14,15000.0,20,9,5.7,50,69.43,10,7.11,4,73.44,4,43.85,Low,0,0,0,0
53,107703.8,19,5,0.0,60,72.68,7,5.51,9,84.19,5,63.79,Low,0,0,0,0
17,426593.1,23,11,5.89,59,79.2,8,1.46,0,93.14,4,96.34,Low,0,0,0,1
10,15000.0,14,8,7.32,53,57.52,2,0.2,7,75.04,5,85.88,Low,0,0,0,0
35,451163.36,15,5,0.0,53,58.85,2,2.33,4,71.06,2,77.55,Low,0,0,0,0
52,522004.58,13,5,2.3,55,56.87,2,6.06,3,84.6,2,64.33,Low,1,0,0,0
55,183498.04,12,8,4.94,53,68.22,8,7.08,4,100.0,3,100.0,Low,0,0,0,0
7,302526.3,12,2,4.04,41,59.5,7,3.93,8,51.71,4,53.4,Low,0,0,0,0
20,451435.68,7,11,5.55,40,64.27,10,3.3,3,53.68,3,72.33,Low,1,0,0,0
10,165977.95,20,4,2.94,62,49.03,8,3.11,3,96.59,5,80.67,Low,0,0,0,0
19,406199.59,9,6,0.0,54,43.5,9,5.23,10,65.29,1,79.74,Low,0,1,0,1
32,129193.22,15,7,4.81,43,45.64,8,6.62,4,93.87,0,57.75,Low,0,0,1,0
18,164031.59,16,7,3.47,59,69.5,7,4.16,8,63.18,4,86.94,Low,0,0,0,1
5,106119.44,13,8,5.13,61,61.23,6,3.6,4,66.46,3,82.76,Low,0,0,0,0
31,311676.5,15,9,0.0,61,53.12,2,6.37,10,90.59,1,75.33,Low,0,0,0,0
5,458434.43,2,6,0.0,67,73.94,7,8.09,4,85.7,2,79.72,Low,0,1,1,1
15,216859.67,8,4,2.23,48,88.24,6,3.81,4,55.81,6,62.37,Low,0,0,0,1
2,21175.15,11,5,4.87,60,53.09,10,4.7,7,83.5,4,100.0,Low,0,0,0,0
7,55112.77,10,6,5.42,47,42.49,10,2.7,8,63.26,3,96.43,Low,0,0,1,1
27,321027.9,21,3,0.75,55,79.01,4,4.69,2,80.93,2,60.25,Low,0,0,0,1
51,581940.95,21,4,1.39,48,62.28,2,2.28,10,74.93,6,69.15,Low,0,0,0,0
46,320870.5,17,4,7.94,50,58.7,3,7.91,3,71.22,5,92.83,Low,1,0,1,0
7,180358.62,9,4,1.09,52,80.32,5,6.63,9,64.09,2,84.12,Low,1,0,0,0
4,387913.11,2,14,3.55,56,57.27,10,8.67,5,47.23,3,74.51,Low,0,0,0,1
21,206890.25,18,8,1.3,59,69.15,9,3.16,6,63.87,2,54.55,Low,0,1,0,1
39,181908.66,21,4,3.15,47,64.88,10,9.47,3,85.08,10,56.4,Low,0,0,0,0
45,77477.36,12,3,0.47,59,100.0,3,5.09,1,81.27,7,73.89,Low,0,0,0,1
49,503520.79,20,11,0.52,49,59.58,1,4.18,1,60.65,2,100.0,Low,0,0,0,0
21,15000.0,22,8,1.46,48,78.86,7,7.52,1,91.68,4,93.57,Low,0,0,0,0
11,393614.66,13,2,1.11,67,57.49,5,2.05,7,79.87,2,83.91,Low,0,0,0,0
3,166525.91,5,5,1.59,68,70.1,5,4.58,6,83.98,2,86.05,Low,0,0,0,0
10,176138.67,1,11,3.25,55,58.47,8,4.12,6,57.53,4,31.4,Low,0,0,1,0
5,554616.73,18,6,5.98,47,76.32,10,5.5,10,100.0,6,78.23,Low,1,0,0,0
51,121456.4,13,6,1.02,46,60.28,2,3.44,10,81.9,6,78.06,Low,0,0,0,1
17,127587.55,4,7,0.22,61,71.06,7,3.21,5,98.84,5,46.14,Low,0,0,0,0
49,226529.04,2,12,2.22,53,48.39,1,3.59,8,64.2,6,100.0,Low,1,0,0,0
34,324492.53,23,8,0.5,47,47.66,6,3.8,0,45.03,6,81.02,Low,0,0,1,0
33,170465.96,8,9,0.0,56,28.12,1,4.69,6,59.19,1,82.85,Low,0,0,0,0
28,15000.0,8,7,4.33,52,68.58,9,7.59,4,90.98,5,59.08,Low,0,0,0,1
49,94174.33,15,5,2.36,58,50.32,6,0.2,2,56.25,5,77.46,Low,0,1,0,0
4,480640.09,9,5,2.56,38,100.0,3,6.34,4,98.21,4,75.44,Low,0,0,0,1
7,263459.82,21,5,0.0,55,53.5,3,3.37,2,62.75,6,100.0,Low,1,0,0,1
26,331195.71,16,5,1.03,62,84.44,7,4.07,5,80.55,7,90.03,Low,0,0,1,0
24,202944.18,9,4,0.0,64,82.6,3,1.89,5,78.1,5,76.26,Low,0,1,1,0
33,131290.41,7,3,2.16,52,57.57,4,4.61,1,69.39,4,45.42,Low,0,0,0,0
44,551962.5,20,8,2.47,63,48.74,1,3.56,5,69.48,2,50.08,Low,0,1,0,0
36,216125.47,14,1,2.47,42,59.58,4,3.96,3,58.58,9,26.33,Low,0,0,0,0
16,170193.42,22,7,0.87,61,82.43,8,5.9,4,100.0,6,66.6,Low,0,1,0,0
20,447305.63,8,6,0.49,47,100.0,1,6.02,9,82.62,6,81.91,Low,0,0,0,0
45,119975.14,1,5,1.81,61,39.77,9,7.91,4,48.34,3,74.01,Low,0,0,1,0
13,142949.08,21,3,2.91,49,62.26,3,3.08,7,52.62,3,84.22,Low,0,1,0,0
31,251844.4,6,7,1.04,65,51.12,8,6.14,2,82.82,6,100.0,Low,0,0,0,1
33,250048.62,20,3,0.33,42,55.49,2,6.02,10,74.14,1,55.5,Low,0,0,0,0
45,296730.04,17,6,0.41,58,92.72,2,4.71,4,45.26,4,55.39,Low,1,0,0,0
43,626500.44,6,6,0.88,54,48.15,9,8.55,3,100.0,1,74.8,Low,0,0,0,0
28,310524.68,18,7,1.29,65,33.07,10,2.97,0,29.69,5,44.39,Medium,0,0,0,0
19,15000.0,2,10,0.0,67,65.64,3,4.86,9,66.9,3,71.44,Low,0,0,0,0
23,308733.81,10,4,1.31,57,68.83,10,5.23,6,74.6,7,64.28,Low,0,0,1,0
25,256818.4,9,5,4.67,60,54.42,9,1.63,1,63.38,1,49.56,Low,0,0,0,1
14,257821.0,16,6,1.61,55,49.74,3,7.54,6,87.95,7,49.09,Low,0,0,0,1
38,294270.52,13,10,0.0,62,64.89,9,4.24,2,82.5,2,63.0,Low,0,0,0,1
14,244837.91,15,5,0.0,52,37.7,10,5.55,7,76.56,7,60.0,Low,0,0,0,0
39,240529.82,11,5,5.87,57,69.59,4,8.29,1,73.14,6,66.03,Low,0,0,0,0
45,360347.96,18,5,4.48,74,55.74,5,5.02,7,82.89,1,96.65,Low,0,0,0,0
57,152425.46,4,6,2.77,43,86.97,3,4.6,1,70.94,1,91.34,Low,0,0,1,0
8,79416.46,17,8,4.53,62,67.73,1,4.66,7,50.11,2,79.56,Low,1,0,0,0
46,794280.66,2,4,3.26,62,59.24,10,2.09,3,89.77,6,84.67,Low,0,0,0,0
6,121145.66,2,8,2.05,52,57.87,6,3.59,8,100.0,6,54.11,Low,1,0,0,0
21,268025.72,17,3,0.0,38,27.19,2,4.14,5,75.65,6,83.58,Low,0,1,0,0
12,15000.0,4,6,6.02,68,59.77,6,4.74,1,75.98,2,54.38,Low,0,0,0,1
11,270964.31,18,4,1.33,59,58.34,8,7.81,9,73.73,4,83.1,Low,1,1,0,0
12,82019.4,4,5,1.44,60,62.93,9,6.73,9,53.21,3,100.0,Low,0,0,1,0
4,170354.87,4,4,2.27,49,58.57,8,3.09,3,65.61,1,90.45,Low,1,0,0,0
49,438111.64,22,6,2.31,51,87.71,4,4.44,4,87.05,3,88.52,Low,0,0,0,0
5,334961.72,5,3,3.35,50,57.16,10,7.86,0,78.38,5,53.32,Low,0,0,0,0
25,352313.71,22,6,3.12,50,46.81,8,0.36,7,100.0,6,72.45,Low,1,0,1,0
42,15000.0,9,6,1.05,57,32.04,5,3.95,4,86.29,7,77.76,Low,1,0,0,0
59,580641.13,19,10,2.25,68,53.97,8,1.37,1,67.83,4,91.6,Low,1,0,0,0
51,35461.36,22,4,3.29,54,43.15,10,10.36,7,85.14,1,59.87,Low,0,0,0,0
9,525140.95,3,2,0.88,42,38.64,1,6.35,2,71.22,3,71.2,Low,0,0,0,1
59,433877.9,8,4,5.09,50,56.39,7,3.31,2,48.04,4,100.0,Low,0,0,0,0
39,353919.89,14,3,2.16,59,82.49,7,4.41,10,91.13,4,74.08,Low,1,0,0,0
12,96102.74,20,7,5.4,54,78.83,9,2.53,8,82.52,6,32.56,Medium,0,0,0,0
28,277286.17,5,6,0.0,59,38.92,5,9.28,1,100.0,3,52.79,Low,0,0,1,0
55,165234.15,5,3,3.51,49,62.66,4,0.2,6,65.83,6,61.14,Low,0,0,1,0
24,255227.12,9,3,0.42,42,69.62,3,5.29,5,86.16,4,54.92,Low,0,1,0,0
12,205022.99,5,8,0.93,54,72.52,5,4.33,1,62.57,2,77.85,Low,1,0,0,0
52,15000.0,7,6,4.01,62,90.87,5,2.03,1,60.55,3,93.89,Low,1,1,0,0
57,451921.15,3,9,1.74,60,40.95,9,3.9,9,100.0,2,97.18,Low,0,0,0,0
58,235400.71,20,4,7.39,60,46.06,9,0.61,1,41.42,0,98.45,Low,0,1,0,0
57,162735.93,19,7,3.24,58,50.07,6,8.27,6,73.79,2,62.7,Low,0,0,0,1
52,149141.1,4,10,0.81,51,68.59,7,4.56,10,100.0,9,69.32,Low,0,0,0,0
28,314522.72,13,5,3.24,52,13.01,8,6.7,4,49.62,3,71.68,Low,0,0,0,0
13,89123.86,15,5,1.73,57,57.88,7,3.34,7,66.16,2,100.0,Low,0,0,0,0
37,15000.0,15,3,3.86,49,29.92,8,7.73,4,88.82,4,80.66,Low,0,0,1,0
14,323283.36,23,4,1.61,62,61.96,1,4.58,6,55.05,7,71.04,Low,0,0,0,0
29,343438.54,15,7,3.01,66,99.26,5,7.08,3,79.56,1,57.22,Low,0,0,0,0
40,214066.27,16,2,2.6,53,78.22,7,5.86,2,61.63,7,95.25,Low,0,0,0,1
56,43377.48,1,3,2.36,78,39.93,6,4.42,6,95.7,5,51.02,Low,0,0,0,0
18,266008.4,2,3,4.28,61,54.46,8,6.9,1,95.13,4,78.1,Low,0,1,0,0
16,15000.0,15,3,0.0,62,45.98,4,14.54,6,66.6,6,72.09,Low,1,0,0,0
44,65098.49,21,10,2.4,63,85.3,10,1.79,6,28.33,2,67.39,Low,0,1,1,1
2,114874.37,10,2,0.8,58,22.37,2,4.21,10,82.53,4,100.0,Low,1,0,1,0
34,401909.03,15,7,0.0,63,54.09,8,1.4,2,90.65,4,83.31,Low,1,0,0,0
45,184730.03,5,4,0.52,62,49.46,8,5.5,1,82.67,2,91.94,Low,0,0,0,0
33,169384.05,11,6,0.96,57,40.88,1,5.04,2,80.64,6,52.16,Low,0,0,0,1
24,601844.65,18,9,1.73,60,91.85,3,9.16,8,78.51,1,92.01,Low,0,1,0,0
50,313443.25,16,8,2.87,57,33.81,10,3.88,4,68.8,4,98.38,Low,0,0,0,0
23,311019.01,3,5,3.28,57,40.5,7,6.78,1,62.01,2,78.08,Low,0,0,0,0
43,183453.87,21,2,1.38,63,90.72,8,0.2,2,74.81,5,65.07,Low,1,0,0,0
28,142653.1,22,2,5.37,58,60.21,9,4.86,8,70.33,6,58.45,Low,0,0,1,0
3,15000.0,11,8,1.46,58,58.84,1,2.41,10,85.02,4,73.41,Low,1,1,0,0
32,424373.3,8,6,0.0,61,50.74,9,5.92,1,60.33,6,69.46,Low,1,0,0,0
4,330695.75,13,4,1.51,58,61.96,8,7.26,6,67.03,5,62.19,Low,0,0,0,1
55,217750.12,19,10,2.29,51,54.28,3,3.06,10,75.17,4,81.55,Low,1,1,0,0
36,225299.19,11,4,0.0,47,48.78,4,5.8,0,61.62,0,76.62,Low,0,0,0,0
23,382505.97,1,4,4.61,45,36.77,4,3.64,1,51.46,7,66.11,Low,1,1,1,0
30,15000.0,2,4,2.0,69,62.72,7,4.61,5,84.0,2,66.41,Low,0,0,0,0
37,143821.36,19,8,0.0,44,51.25,3,5.49,0,52.78,2,42.17,Low,0,0,0,0
17,45465.48,19,2,0.28,61,53.56,3,2.09,6,76.65,4,69.89,Low,0,0,1,0
18,568871.67,18,5,3.72,59,73.87,6,2.1,7,82.18,5,50.47,Low,1,0,0,1
26,407618.0,3,6,3.97,61,52.9,8,6.58,3,96.39,1,65.84,Low,0,0,0,1
16,15000.0,4,4,0.9,55,60.02,5,2.87,10,100.0,4,78.19,Low,0,0,0,0
45,15000.0,10,6,0.0,56,92.13,2,7.57,9,94.72,9,39.42,Low,0,0,0,0
8,226177.78,6,7,2.46,67,68.91,2,0.24,7,62.32,5,67.52,Low,1,0,1,0
49,164960.76,9,2,2.83,65,52.28,9,6.74,5,68.86,6,78.91,Low,0,0,0,0
22,15000.0,13,8,3.33,59,42.25,5,4.52,1,78.44,6,44.92,Low,1,0,0,1
34,600057.2,7,6,1.07,43,59.61,1,4.28,2,72.62,3,61.46,Low,0,0,0,0
11,306257.18,3,7,1.96,56,76.18,4,4.85,10,76.06,1,48.4,Low,0,1,0,0
24,335466.94,10,8,2.24,55,51.38,1,1.03,5,93.54,7,88.09,Low,0,0,0,0
45,125437.31,17,6,4.13,52,61.22,3,7.19,4,75.65,3,60.98,Low,1,1,0,1
17,380009.35,15,12,4.86,50,50.92,2,3.47,7,88.2,7,60.1,Low,0,0,0,0
9,181522.1,8,5,5.4,69,54.66,10,2.5,2,55.46,5,87.68,Low,1,0,1,0
32,198998.23,8,5,4.8,53,39.01,4,9.69,3,81.24,2,67.66,Low,0,0,0,0
11,359980.35,14,5,5.83,49,65.79,2,3.66,4,46.75,3,100.0,Low,0,1,0,0
20,15000.0,4,6,4.23,62,63.51,7,2.43,9,91.41,7,81.79,Low,0,0,0,0
28,537465.01,20,5,1.02,61,87.45,10,6.45,5,70.51,1,80.39,Low,0,0,1,0
34,282830.06,20,3,5.27,44,62.78,5,5.13,0,51.39,0,80.98,Low,0,0,1,0
39,480569.96,1,2,0.0,57,48.0,2,6.92,5,69.0,4,95.54,Low,0,0,1,0
41,56424.44,23,6,6.93,39,86.96,5,4.7,3,81.05,5,16.2,Low,0,1,0,0
